,location,BHK,total_sqft,bath,price
3200,Guruwar peth,3,1340.0,2.0,64.31
3201,Hadapsar,2,1170.0,2.0,46.79
3202,Hadapsar Industrial Estate,2,995.0,2.0,46.0
3203,Hingne Khurd,2,1075.0,2.0,60.0
3204,Jangali Maharaj Road,2,1025.0,2.0,54.5
3206,Karve Nagar,3,2000.0,3.0,99.0
3207,Karve Road,4,2500.0,4.0,155.0
3208,Kasba Peth,2,1325.0,2.0,70.0
3209,Katraj,2,1314.0,2.0,68.2
3210,Khadaki,3,2265.0,3.0,136.0
3212,Kharadi,2,1026.0,2.0,41.0
3213,Kondhwa,3,1200.0,3.0,66.0
3214,Kondhwa Budruk,3,2220.0,4.0,65.0
3215,Kondhwa Khurd,2,1192.5,2.0,51.22
3216,Koregaon Park,2,1420.0,2.0,99.39
3217,Kothrud,3,1888.0,4.0,95.0
3218,Law College Road,2,1300.0,2.0,90.87
3219,Laxmi Road,2,1216.0,2.0,97.16
3221,Mahatma Gandhi Road,3,1559.0,3.0,63.0
3222,Mangalwar peth,2,1290.0,2.0,87.0
3223,Manik Bagh,6,2400.0,6.0,245.0
3224,Market yard,1,905.0,1.0,55.0
3225,Model colony,2,1069.0,2.0,55.0
3226,Mukund Nagar,2,829.0,2.0,22.8
3227,Mundhawa,2,1900.0,2.0,200.0
3228,Nagar Road,5,1276.0,5.0,140.0
3229,Nana Peth,3,1300.0,3.0,60.0
3230,Narayan Peth,2,1115.0,2.0,33.45
3232,Navi Peth,3,2150.0,4.0,125.0
3233,Padmavati,3,1305.0,2.0,69.0
3234,Parvati Darshan,2,1252.0,2.0,56.32
3235,Pashan,5,2400.0,5.0,250.0
3236,Paud Road,2,1200.0,2.0,46.13
3237,Pirangut,3,1750.0,3.0,130.0
3238,Prabhat Road,2,545.0,1.0,35.0
3239,Pune Railway Station,2,1375.0,2.0,105.0
3240,Rasta Peth,2,1313.0,2.0,66.5
3242,Sadashiv Peth,3,1693.0,3.0,108.0
3243,Sahakar Nagar,2,1160.0,2.0,41.75
3245,Sasson Road,3,1255.0,2.0,79.0
3246,Satara Road,4,1000.0,4.0,75.0
3247,Senapati Bapat Road,2,900.0,2.0,45.0
3248,Shaniwar Peth,3,1700.0,3.0,90.0
3249,Shivaji Nagar,3,1875.0,3.0,180.0
3250,Shukrawar Peth,3,1700.0,3.0,88.0
3251,Sinhagad Road,3,1749.0,3.0,115.0
3252,Somwar Peth,2,1500.0,3.0,65.0
3253,Swargate,2,1175.0,2.0,48.0
3254,Tilak Road,2,1280.0,2.0,60.0
3255,Uruli Devachi,2,1200.0,2.0,50.0
3256,Vadgaon Budruk,3,1610.0,2.0,115.0
3257,Wadgaon Sheri,2,1070.0,2.0,46.0
3258,Viman Nagar,2,1200.0,2.0,66.0
3259,Vishrant Wadi,2,1127.0,2.0,50.0
3260,Wagholi,2,1210.0,2.0,102.0
3261,Wakadewadi,2,600.0,2.0,23.0
3263,Warje,2,1364.0,2.0,70.0
3264,Yerawada,4,2268.0,3.0,146.0
3265,Alandi Road,3,1150.0,2.0,77.5
3266,Ambegaon Budruk,2,1146.0,2.0,39.5
3267,Anandnagar,2,1345.0,2.0,55.0
3268,Aundh,2,1110.0,2.0,41.0
3269,Aundh Road,2,750.0,2.0,36.0
3270,Balaji Nagar,2,1156.0,2.0,49.5
3271,Baner,2,1247.0,2.0,59.8
3272,Baner road,2,1058.0,2.0,60.0
3273,Bhandarkar Road,2,950.0,2.0,48.0
3274,Bhavani Peth,2,420.0,2.0,35.0
3276,Bopodi,3,1520.0,2.0,103.0
3277,Budhwar Peth,2,1215.0,2.0,58.86
3278,Bund Garden Road,1,900.0,1.0,30.0
3279,Camp,3,2350.0,3.0,174.0
3280,Chandan Nagar,2,1050.0,2.0,46.0
3281,Dapodi,3,1672.0,3.0,150.0
3283,Dehu Road,3,1500.0,2.0,65.0
3284,Dhankawadi,2,1400.0,2.0,65.0
3287,Erandwane,2,920.0,2.0,37.46
3288,Fatima Nagar,3,1200.0,3.0,70.0
3290,Ganesh Peth,3,1817.0,4.0,153.0
3292,Ghorpade Peth,2,1140.0,2.0,46.0
3294,Gokhale Nagar,2,1464.0,2.0,56.0
3295,Gultekdi,2,1468.0,3.0,130.0
3296,Guruwar peth,3,1555.0,2.0,82.0
3297,Hadapsar,6,1200.0,4.0,110.0
3298,Hadapsar Industrial Estate,2,1150.0,2.0,55.0
3299,Hingne Khurd,2,970.0,2.0,35.0
3300,Jangali Maharaj Road,4,2500.0,4.0,95.0
3301,Kalyani Nagar,2,1166.0,2.0,53.0
3303,Karve Road,3,1350.0,3.0,58.0
3304,Kasba Peth,2,900.0,2.0,46.0
3305,Katraj,3,1300.0,2.0,52.0
3306,Khadaki,3,1190.0,3.0,55.0
3307,Khadki,3,1495.0,2.0,75.0
3308,Kharadi,2,1224.0,2.0,105.0
3309,Kondhwa,3,1350.0,2.0,68.0
3310,Kondhwa Budruk,2,940.0,2.0,56.8
3311,Kondhwa Khurd,2,1100.0,2.0,55.0
3312,Koregaon Park,2,1300.0,2.0,61.0
3313,Kothrud,3,1480.0,2.0,145.0
3314,Law College Road,2,1105.0,2.0,46.37
3316,Lulla Nagar,3,1517.0,3.0,76.3
3318,Mangalwar peth,3,1615.0,3.0,89.75
3319,Manik Bagh,3,1500.0,3.0,65.0
3320,Market yard,3,1082.0,3.0,50.5
3321,Model colony,2,1365.0,2.0,73.0
3322,Mukund Nagar,2,1000.0,2.0,25.0
3323,Mundhawa,2,1392.0,2.0,98.0
3324,Nagar Road,2,1086.0,2.0,33.66
3325,Nana Peth,3,1586.0,3.0,93.94
3326,Narayan Peth,2,1100.0,2.0,60.0
3327,Narayangaon,2,1065.0,2.0,30.75
3328,Navi Peth,3,1500.0,2.0,120.0
3329,Padmavati,3,1575.0,2.0,120.0
3330,Parvati Darshan,3,1975.0,3.0,123.0
3331,Pashan,2,820.0,2.0,24.0
3332,Paud Road,3,1745.0,3.0,110.0
3333,Pirangut,2,1223.0,2.0,60.0
3334,Prabhat Road,3,1200.0,2.0,65.0
3335,Pune Railway Station,2,1200.0,2.0,90.0
3336,Rasta Peth,1,665.0,1.0,46.08
3337,Raviwar Peth,2,1351.0,2.0,70.0
3338,Sadashiv Peth,3,1355.0,3.0,83.87
3340,Salunke Vihar,3,1588.0,3.0,75.55
3341,Sasson Road,2,900.0,2.0,60.0
3344,Shaniwar Peth,3,1370.0,2.0,75.0
3345,Shivaji Nagar,3,1500.0,3.0,71.8
3347,Sinhagad Road,3,1100.0,3.0,53.0
3348,Somwar Peth,2,1247.0,2.0,53.0
3349,Swargate,3,2000.0,3.0,200.0
3350,Tilak Road,2,1020.07,2.0,68.38
3351,Uruli Devachi,3,1033.0,2.0,32.0
3352,Vadgaon Budruk,3,1460.0,2.0,73.0
3353,Wadgaon Sheri,2,1150.0,2.0,52.8
3355,Vishrant Wadi,2,1141.0,2.0,46.0
3358,Wanowrie,3,1665.0,2.0,125.0
3359,Warje,2,1295.0,2.0,64.0
3360,Yerawada,2,1230.0,2.0,78.0
3361,Alandi Road,3,1080.0,2.0,75.0
3362,Ambegaon Budruk,2,1000.0,2.0,60.0
3363,Anandnagar,3,2400.0,2.0,50.0
3364,Aundh,1,630.5,1.0,32.79
3365,Aundh Road,3,1708.0,3.0,75.0
3366,Balaji Nagar,3,1697.0,3.0,115.0
3368,Baner road,1,615.0,1.0,28.29
3369,Bhandarkar Road,3,1350.0,2.0,83.0
3370,Bhavani Peth,3,1530.0,2.69,66.4
3371,Bibvewadi,2,1083.0,2.0,32.49
3372,Bopodi,3,1460.0,2.0,65.0
3373,Budhwar Peth,2,1084.0,2.0,58.0
3374,Bund Garden Road,2,1035.0,2.0,41.43
3375,Camp,3,2400.0,2.0,150.0
3376,Chandan Nagar,1,460.0,1.0,21.0
3377,Dapodi,5,950.0,5.0,90.0
3378,Deccan Gymkhana,2,1285.0,2.0,55.9
3380,Dhankawadi,3,1200.0,3.0,78.0
3381,Dhayari Phata,2,1070.0,2.0,35.0
3382,Dhole Patil Road,3,1801.0,3.0,140.0
3383,Erandwane,3,1697.0,3.0,115.0
3384,Fatima Nagar,2,1199.0,2.0,65.0
3385,Fergusson College Road,3,2300.0,3.0,220.0
3386,Ganesh Peth,3,1340.0,2.0,64.31
3388,Ghorpade Peth,5,600.0,5.0,50.0
3389,Ghorpadi,2,1125.0,2.0,75.0
3390,Gokhale Nagar,2,1200.0,2.0,67.0
3391,Gultekdi,2,1050.0,2.0,41.0
3392,Guruwar peth,2,956.0,2.0,49.0
3393,Hadapsar,2,1000.0,2.0,30.0
3394,Hadapsar Industrial Estate,3,1596.0,3.0,95.0
3396,Jangali Maharaj Road,2,1296.0,2.0,89.06
3398,Karve Nagar,3,1639.0,3.0,123.0
3399,Karve Road,2,1219.0,2.0,61.25
3400,Kasba Peth,3,1200.0,3.0,50.0
3401,Katraj,2,1218.0,2.0,73.0
3402,Khadaki,2,920.0,2.0,37.0
3404,Kharadi,1,525.0,1.0,26.0
3405,Kondhwa,3,1427.0,2.0,48.51
3406,Kondhwa Budruk,3,1270.0,3.0,45.0
3407,Kondhwa Khurd,2,920.0,2.0,65.0
3410,Law College Road,3,1355.0,2.0,40.0
3411,Laxmi Road,3,1530.0,2.0,90.0
3412,Lulla Nagar,3,1372.0,2.0,90.0
3413,Mahatma Gandhi Road,4,2363.0,5.0,120.0
3415,Manik Bagh,3,1950.0,3.0,131.0
3416,Market yard,2,885.0,2.0,40.0
3417,Model colony,2,600.0,2.0,27.0
3418,Mukund Nagar,5,1270.0,4.0,128.0
3420,Nagar Road,2,1339.0,2.0,62.0
3421,Nana Peth,2,1130.0,2.0,36.0
3422,Narayan Peth,2,1085.0,2.0,43.0
3423,Narayangaon,3,1430.0,3.0,72.0
3424,Navi Peth,4,1451.5,4.0,121.0
3426,Parvati Darshan,3,1490.0,2.0,59.6
3427,Pashan,4,1650.0,4.0,99.0
3428,Paud Road,2,1286.0,2.0,57.0
3429,Pirangut,2,925.0,2.0,63.0
3431,Pune Railway Station,2,1000.0,2.0,44.0
3432,Rasta Peth,2,1215.0,2.0,39.0
3433,Raviwar Peth,4,1200.0,3.0,95.0
3434,Sadashiv Peth,2,1336.0,2.0,100.0
3435,Sahakar Nagar,1,673.0,1.0,36.85
3436,Salunke Vihar,2,1200.0,2.0,58.0
3437,Sasson Road,6,600.0,7.0,63.0
3438,Satara Road,3,1600.0,3.0,160.0
3439,Senapati Bapat Road,2,1200.0,2.0,79.0
3441,Shivaji Nagar,3,2500.0,3.0,270.0
3442,Shukrawar Peth,5,2400.0,5.0,100.0
3443,Sinhagad Road,2,1143.0,2.0,65.0
3444,Somwar Peth,2,1470.0,2.0,61.74
3445,Swargate,4,1584.0,3.0,145.0
3446,Tilak Road,3,1785.0,3.0,94.0
3448,Vadgaon Budruk,3,1460.0,3.0,71.0
3449,Wadgaon Sheri,3,1500.0,2.0,80.0
3452,Wagholi,2,1230.0,2.0,48.0
3453,Wakadewadi,1,650.0,1.0,20.0
3454,Wanowrie,2,1480.0,2.0,120.0
3455,Warje,2,1220.0,2.0,43.92
3456,Yerawada,3,1570.0,3.0,115.0
3458,Ambegaon Budruk,3,1665.0,3.0,86.91
3461,Aundh Road,2,1100.0,2.0,68.0
3462,Balaji Nagar,3,1350.0,2.0,87.01
3463,Baner,3,1719.0,3.0,116.0
3464,Baner road,1,664.0,1.0,35.0
3465,Bhandarkar Road,2,1011.0,2.0,50.53
3466,Bhavani Peth,6,2400.0,6.0,130.0
3467,Bibvewadi,3,1680.0,3.0,85.0
3468,Bopodi,2,717.0,2.0,49.475
3470,Bund Garden Road,3,1520.0,2.0,150.0
3471,Camp,3,1350.0,2.0,53.0
3472,Chandan Nagar,3,1760.0,3.0,150.0
3473,Dapodi,2,875.0,2.0,33.0
3474,Deccan Gymkhana,2,1231.0,2.0,48.0
3475,Dehu Road,2,1174.0,2.0,74.0
3476,Dhankawadi,3,1560.0,3.0,75.0
3477,Dhayari Phata,2,1464.0,2.0,56.0
3478,Dhole Patil Road,3,2200.0,3.0,130.0
3479,Erandwane,2,850.0,2.0,55.0
3480,Fatima Nagar,3,1750.0,3.0,180.0
3481,Fergusson College Road,3,2024.0,3.0,157.0
3482,Ganesh Peth,2,1500.0,1.0,160.0
3484,Ghorpade Peth,3,2408.0,4.0,260.0
3485,Ghorpadi,2,1080.0,2.0,44.0
3486,Gokhale Nagar,3,2070.0,3.0,225.0
3487,Gultekdi,2,1020.0,2.0,29.46
3488,Guruwar peth,3,1500.0,2.0,55.0
3489,Hadapsar,4,1575.0,5.0,158.0
3491,Hingne Khurd,2,1175.0,2.0,47.0
3492,Jangali Maharaj Road,2,1030.0,2.0,34.5
3493,Kalyani Nagar,2,1440.0,2.0,115.0
3494,Karve Nagar,2,1500.0,2.0,84.0
3495,Karve Road,1,1380.0,1.0,62.1
3496,Kasba Peth,2,1200.0,2.0,50.0
3497,Katraj,1,705.0,1.0,36.5
3498,Khadaki,3,2240.0,5.0,155.0
3499,Khadki,3,1584.01,3.0,103.0
3500,Kharadi,3,1340.0,3.0,77.0
3501,Kondhwa,3,1800.0,3.0,70.0
3502,Kondhwa Budruk,2,1200.0,2.0,45.0
3503,Kondhwa Khurd,1,685.0,1.0,40.0
3504,Koregaon Park,2,925.0,2.0,42.0
3505,Kothrud,2,1230.0,2.0,57.0
3507,Laxmi Road,2,1125.0,2.0,52.0
3508,Lulla Nagar,2,1100.0,2.0,54.0
3509,Mahatma Gandhi Road,3,2400.0,3.0,149.0
3510,Mangalwar peth,3,1400.0,2.0,41.58
3512,Market yard,3,1858.0,3.0,98.3
3513,Model colony,1,1260.0,1.0,41.0
3515,Mundhawa,2,1185.0,2.0,60.0
3517,Nana Peth,2,1255.0,2.0,58.0
3519,Narayangaon,3,1335.0,3.0,89.0
3520,Navi Peth,3,1999.0,3.0,132.0
3521,Padmavati,2,1200.0,2.0,125.0
3522,Parvati Darshan,3,1397.0,3.0,110.0
3523,Pashan,10,1200.0,10.0,105.0
3525,Pirangut,2,1200.0,2.0,130.0
3526,Prabhat Road,3,1616.0,3.0,95.0
3529,Raviwar Peth,2,1140.0,2.0,38.55
3530,Sadashiv Peth,1,525.0,1.0,30.0
3531,Sahakar Nagar,3,1200.0,2.0,98.0
3533,Sasson Road,2,1205.47,2.0,81.0
3534,Satara Road,3,1200.0,3.0,130.0
3535,Senapati Bapat Road,3,1700.0,3.0,75.0
3536,Shaniwar Peth,5,750.0,4.0,62.0
3537,Shivaji Nagar,2,1090.0,2.0,54.54
3540,Somwar Peth,1,923.0,1.0,60.84
3542,Tilak Road,2,1050.0,2.0,48.0
3543,Uruli Devachi,2,1495.0,2.0,79.5
3544,Vadgaon Budruk,3,1664.0,2.69,93.865
3545,Wadgaon Sheri,3,1485.0,3.0,85.0
3546,Viman Nagar,3,1033.0,2.0,31.5
3547,Vishrant Wadi,3,1400.0,2.0,48.0
3549,Wakadewadi,2,944.0,2.0,35.0
3551,Warje,2,1216.0,2.0,66.48
3552,Yerawada,2,1100.0,2.0,39.5
3553,Alandi Road,3,1743.0,3.0,93.25
3554,Ambegaon Budruk,2,1274.0,2.0,48.42
3556,Aundh,3,1512.0,2.0,110.0
3558,Balaji Nagar,3,1650.0,3.0,100.0
3559,Baner,3,1875.0,3.0,55.0
3560,Baner road,3,1350.0,3.0,54.0
3561,Bhandarkar Road,2,1219.0,2.0,40.0
3563,Bibvewadi,3,2400.0,3.0,85.0
3564,Bopodi,2,1141.0,2.0,44.4
3565,Budhwar Peth,2,1151.0,2.0,43.1
3566,Bund Garden Road,3,832.0,3.0,77.0
3567,Camp,2,915.0,2.0,38.0
3569,Dapodi,2,1115.0,2.0,65.12
3570,Deccan Gymkhana,3,2072.0,4.0,139.0
3571,Dehu Road,2,1200.0,2.0,53.0
3572,Dhankawadi,2,1300.0,2.0,65.0
3573,Dhayari Phata,2,1457.0,2.0,85.0
3574,Dhole Patil Road,2,1262.0,2.0,55.0
3576,Fatima Nagar,2,900.0,2.0,22.5
3577,Fergusson College Road,1,420.0,1.0,17.0
3578,Ganesh Peth,2,1160.0,2.0,46.39
3579,Ganeshkhind,2,1115.0,2.0,50.0
3580,Ghorpade Peth,3,1315.0,2.0,85.4
3581,Ghorpadi,2,1500.0,2.0,57.0
3582,Gokhale Nagar,2,1127.0,2.0,68.0
3583,Gultekdi,3,1397.0,3.0,104.0
3584,Guruwar peth,2,1173.0,2.0,60.0
3585,Hadapsar,2,1090.0,2.0,28.0
3587,Hingne Khurd,2,1230.0,2.0,76.0
3589,Kalyani Nagar,2,858.0,2.0,31.57
3590,Karve Nagar,3,1868.0,3.0,121.0
3591,Karve Road,3,1689.28,3.0,91.2
3593,Katraj,3,1425.0,3.0,49.88
3595,Khadki,2,1350.0,2.0,100.0
3597,Kondhwa,3,1310.0,2.0,85.0
3599,Kondhwa Khurd,2,970.0,2.0,40.0
3600,Koregaon Park,3,1397.0,3.0,108.0
3601,Kothrud,2,1157.0,2.0,40.0
3602,Law College Road,2,1125.0,2.0,61.2
3603,Laxmi Road,2,1157.0,2.0,42.0
3604,Lulla Nagar,2,1241.0,2.0,82.0
3605,Mahatma Gandhi Road,1,660.0,1.0,62.0
3607,Manik Bagh,4,2340.0,4.0,148.0
3608,Market yard,1,596.0,1.0,42.0
3610,Mukund Nagar,4,1200.0,4.0,110.0
3611,Mundhawa,3,1910.0,3.0,190.0
3612,Nagar Road,2,1139.0,2.0,80.0
3614,Narayan Peth,2,1033.0,2.0,28.41
3615,Narayangaon,2,1168.0,2.0,64.08
3616,Navi Peth,2,877.0,2.0,42.0
3617,Padmavati,2,1340.0,2.0,75.0
3618,Parvati Darshan,3,1405.0,2.0,70.0
3619,Pashan,3,1800.0,3.0,65.0
3620,Paud Road,3,1750.0,3.0,149.0
3621,Pirangut,3,1360.0,2.0,65.0
3623,Pune Railway Station,2,985.0,2.0,63.0
3624,Rasta Peth,2,1300.0,2.0,129.0
3625,Raviwar Peth,3,1850.0,3.0,150.0
3626,Sadashiv Peth,3,1490.0,2.0,88.0
3627,Sahakar Nagar,2,620.0,1.0,25.0
3628,Salunke Vihar,2,1130.0,2.0,42.3
3629,Sasson Road,2,1080.0,2.0,55.0
3631,Senapati Bapat Road,3,1410.0,2.0,52.17
3632,Shaniwar Peth,3,1375.0,3.0,59.0
3633,Shivaji Nagar,3,1290.0,2.0,94.5
3634,Shukrawar Peth,3,1318.0,2.0,85.28
3635,Sinhagad Road,2,1128.0,2.0,68.0
3637,Swargate,2,1051.0,2.0,56.74
3639,Uruli Devachi,4,2400.0,4.0,130.0
3640,Vadgaon Budruk,2,1327.0,2.0,85.0
3642,Viman Nagar,2,1301.0,2.0,55.0
3643,Vishrant Wadi,1,650.0,1.0,30.0
3644,Wagholi,3,1200.0,3.0,67.75
3645,Wakadewadi,3,1500.0,2.0,89.99
3647,Warje,4,1350.0,4.0,145.0
3648,Yerawada,2,1000.0,2.0,28.88
3649,Alandi Road,2,984.0,2.0,45.91
3650,Ambegaon Budruk,3,1819.18,3.0,160.0
3652,Aundh,3,1355.0,3.0,83.87
3655,Baner,2,1118.0,2.0,30.0
3656,Baner road,1,910.0,1.0,42.0
3657,Bhandarkar Road,3,1250.0,3.0,39.0
3658,Bhavani Peth,2,1304.0,2.0,100.0
3659,Bibvewadi,3,1615.0,3.0,58.0
3660,Bopodi,2,1400.0,2.0,68.0
3661,Budhwar Peth,2,1070.0,2.0,47.5
3663,Camp,2,1132.0,2.0,89.37
3664,Chandan Nagar,3,2000.0,3.0,85.0
3666,Deccan Gymkhana,1,794.0,1.0,65.0
3667,Dehu Road,2,1090.0,2.0,43.59
3668,Dhankawadi,3,1500.0,3.0,70.0
3669,Dhayari Phata,3,2059.0,3.0,225.0
3670,Dhole Patil Road,1,525.0,1.0,30.0
3671,Erandwane,2,1447.0,2.0,75.97
3672,Fatima Nagar,2,1269.0,2.0,75.0
3674,Ganesh Peth,2,1070.0,2.0,37.45
3675,Ganeshkhind,2,1150.0,2.0,28.0
3676,Ghorpade Peth,2,1208.0,2.0,70.0
3677,Ghorpadi,2,1185.0,2.0,45.5
3678,Gokhale Nagar,3,1200.0,3.0,130.0
3679,Gultekdi,2,888.0,2.0,34.0
3680,Guruwar peth,2,1015.0,2.0,25.88
3681,Hadapsar,1,532.0,1.0,22.49
3682,Hadapsar Industrial Estate,3,1060.0,3.0,62.0
3683,Hingne Khurd,1,700.0,1.0,35.0
3684,Jangali Maharaj Road,2,902.0,2.0,42.0
3686,Karve Nagar,2,1175.0,2.0,47.0
3687,Karve Road,2,1365.0,2.0,122.0
3688,Kasba Peth,2,984.0,2.0,51.0
3690,Khadaki,3,1475.0,3.0,96.0
3691,Khadki,2,1300.0,2.0,79.0
3693,Kondhwa,3,1453.0,2.0,43.59
3694,Kondhwa Budruk,2,1550.0,2.0,160.0
3695,Kondhwa Khurd,3,1666.0,3.0,95.0
3698,Law College Road,3,1845.0,3.0,91.0
3699,Laxmi Road,3,1676.0,3.0,52.0
3700,Lulla Nagar,2,1137.0,2.0,63.0
3701,Mahatma Gandhi Road,3,1360.0,2.0,70.5
3702,Mangalwar peth,3,1374.0,2.0,70.0
3703,Manik Bagh,3,1700.0,3.0,155.0
3705,Model colony,4,2145.0,4.0,125.0
3707,Mundhawa,3,2170.0,3.0,151.0
3708,Nagar Road,2,1080.0,2.0,55.0
3709,Nana Peth,3,1790.0,3.0,100.0
3710,Narayan Peth,1,550.0,1.0,17.0
3711,Narayangaon,3,1270.0,2.0,50.79
3712,Navi Peth,2,1033.0,2.0,48.0
3713,Padmavati,2,1000.0,2.0,80.0
3715,Pashan,2,1240.0,2.0,52.6
3717,Pirangut,2,883.0,2.0,39.0
3718,Prabhat Road,3,1500.0,2.0,97.0
3719,Pune Railway Station,3,1730.0,3.0,139.0
3720,Rasta Peth,3,1915.0,3.0,80.0
3721,Raviwar Peth,3,1545.0,3.0,79.0
3722,Sadashiv Peth,3,1865.0,4.0,140.0
3723,Sahakar Nagar,2,1150.0,2.0,40.0
3724,Salunke Vihar,2,1200.0,2.0,49.0
3725,Sasson Road,2,963.0,2.0,40.0
3726,Satara Road,3,1200.0,3.0,120.0
3728,Shaniwar Peth,4,1700.0,4.0,108.0
3729,Shivaji Nagar,3,1682.0,3.0,120.0
3730,Shukrawar Peth,3,1371.0,2.0,65.0
3731,Sinhagad Road,2,901.0,2.0,49.5
3733,Swargate,3,1730.0,3.0,120.0
3734,Tilak Road,4,1200.0,4.0,125.0
3735,Uruli Devachi,3,1500.0,3.0,102.0
3738,Viman Nagar,2,1203.0,2.0,59.86
3739,Vishrant Wadi,2,1357.0,2.0,54.0
3740,Wagholi,3,1600.0,3.0,76.0
3741,Wakadewadi,1,350.0,1.0,13.5
3742,Wanowrie,3,1665.0,3.0,53.0
3744,Yerawada,1,835.0,1.0,46.95
3746,Ambegaon Budruk,3,1444.0,2.0,80.0
3747,Anandnagar,2,1277.0,2.0,55.0
3748,Aundh,3,1521.0,3.0,94.71
3749,Aundh Road,2,1134.0,2.0,40.0
3750,Balaji Nagar,2,995.0,2.0,34.82
3752,Baner road,2,1325.0,1.0,92.0
3754,Bhavani Peth,3,1525.0,3.0,90.0
3755,Bibvewadi,3,1320.0,2.0,73.0
3756,Bopodi,1,650.0,1.0,23.0
3757,Budhwar Peth,3,1858.0,2.0,167.0
3758,Bund Garden Road,2,1150.0,2.0,38.0
3759,Camp,2,769.0,2.0,40.0
3760,Chandan Nagar,3,1571.0,3.0,105.0
3761,Dapodi,3,1445.0,3.0,86.56
3762,Deccan Gymkhana,3,1590.0,2.0,135.0
3763,Dehu Road,2,902.0,2.0,49.0
3764,Dhankawadi,3,2238.0,3.0,140.0
3765,Dhayari Phata,2,1090.0,2.0,31.49
3766,Dhole Patil Road,3,1712.0,3.0,82.0
3767,Erandwane,2,1088.0,2.0,68.0
3768,Fatima Nagar,3,1575.0,3.0,63.1
3769,Fergusson College Road,6,2150.0,6.0,205.0
3770,Ganesh Peth,3,1920.0,3.0,150.0
3771,Ganeshkhind,2,1000.0,2.0,57.0
3772,Ghorpade Peth,2,1100.0,2.0,56.1
3773,Ghorpadi,2,1089.0,2.0,45.0
3774,Gokhale Nagar,2,1106.0,2.0,43.09
3775,Gultekdi,2,927.0,2.0,37.0
3776,Guruwar peth,2,1339.0,2.0,58.0
3777,Hadapsar,1,923.0,1.0,45.69
3779,Hingne Khurd,2,1175.0,2.0,75.0
3780,Jangali Maharaj Road,2,975.0,2.0,55.0
3781,Kalyani Nagar,3,2400.0,4.0,180.0
3782,Karve Nagar,3,1330.0,3.0,72.0
3783,Karve Road,2,1183.0,2.0,59.74
3784,Kasba Peth,3,1758.0,3.0,133.0
3786,Khadaki,3,1255.0,2.0,77.68
3788,Kharadi,2,1100.0,2.0,50.0
3789,Kondhwa,2,1170.0,2.0,46.8
3790,Kondhwa Budruk,5,2400.0,5.0,120.0
3791,Kondhwa Khurd,3,1530.0,3.0,51.77
3792,Koregaon Park,2,1420.0,2.0,107.0
3795,Laxmi Road,3,1591.0,3.0,115.0
3796,Lulla Nagar,3,1680.0,3.0,120.0
3797,Mahatma Gandhi Road,2,675.0,3.0,52.0
3798,Mangalwar peth,2,1055.0,2.0,57.63
3799,Manik Bagh,3,1918.0,3.0,129.0
3800,Market yard,2,1280.0,2.0,76.0
3801,Model colony,3,1560.0,3.0,66.0
3802,Mukund Nagar,2,1145.0,2.0,49.5
3803,Mundhawa,3,2106.0,3.0,126.0
3804,Nagar Road,3,1801.0,3.0,139.0
3805,Nana Peth,5,1200.0,5.0,120.0
3807,Narayangaon,3,1306.0,3.0,54.65
3808,Navi Peth,2,1320.0,2.0,92.0
3809,Padmavati,3,1350.0,2.0,65.0
3812,Paud Road,3,1344.0,2.0,42.0
3813,Pirangut,3,1893.0,3.0,100.0
3814,Prabhat Road,3,1107.0,2.0,43.0
3816,Rasta Peth,2,1190.0,2.0,75.0
3817,Raviwar Peth,2,1000.0,2.0,35.0
3818,Sadashiv Peth,2,2400.0,2.0,160.0
3819,Sahakar Nagar,2,1000.0,2.0,48.5
3820,Salunke Vihar,3,2113.0,3.0,155.0
3821,Sasson Road,2,1100.0,2.0,46.0
3823,Senapati Bapat Road,4,1884.0,4.0,120.0
3824,Shaniwar Peth,2,1110.0,2.0,40.0
3825,Shivaji Nagar,2,1027.0,2.0,43.0
3826,Shukrawar Peth,3,1250.0,3.0,40.0
3827,Sinhagad Road,3,1470.0,3.0,62.0
3828,Somwar Peth,2,1150.0,2.0,75.0
3830,Tilak Road,1,703.0,1.0,52.0
3831,Uruli Devachi,3,1400.0,2.0,62.0
3832,Vadgaon Budruk,2,1195.0,2.0,51.0
3833,Wadgaon Sheri,2,1302.0,2.0,69.1
3834,Viman Nagar,3,1583.0,3.0,74.4
3835,Vishrant Wadi,3,1488.0,2.0,60.0
3837,Wakadewadi,3,1385.0,2.0,34.63
3839,Warje,3,1600.0,3.0,104.0
3840,Yerawada,2,1150.0,2.0,90.0
3842,Ambegaon Budruk,2,1263.0,2.0,78.0
3843,Anandnagar,7,1200.0,8.0,110.0
3844,Aundh,2,1299.0,2.0,85.0
3845,Aundh Road,2,1330.0,2.0,78.0
3846,Balaji Nagar,3,1282.0,2.0,52.43
3847,Baner,3,1853.0,3.0,82.0
3848,Baner road,2,861.0,2.0,35.0
3849,Bhandarkar Road,3,1600.0,3.0,95.0
3850,Bhavani Peth,2,1256.0,2.0,62.8
3851,Bibvewadi,3,1390.0,2.0,80.0
3852,Bopodi,3,1550.0,2.0,90.0
3854,Bund Garden Road,2,919.0,2.0,49.0
3855,Camp,3,1625.0,3.0,80.0
3856,Chandan Nagar,2,1195.0,2.0,44.0
3858,Deccan Gymkhana,2,1159.0,2.0,60.0
3859,Dehu Road,3,1386.0,3.0,57.46
